country,city,general
Mexico,Buenavista,"Buenavista, Mexico"
Panama,Sioguí Arriba,"Sioguí Arriba, Panama"
United States,Santa Monica,"Santa Monica, United States"
Costa Rica,Guadalupe,"Guadalupe, Costa Rica"
United States,Wichita,"Wichita, United States"
Costa Rica,Puntarenas,"Puntarenas, Costa Rica"
Mexico,Chapultepec,"Chapultepec, Mexico"
Honduras,Iralaya,"Iralaya, Honduras"
Guatemala,San Miguel Ixtahuacán,"San Miguel Ixtahuacán, Guatemala"
United States,Lubbock,"Lubbock, United States"
United States,Tampa,"Tampa, United States"
Mexico,Fernando Gutierrez Barrios,"Fernando Gutierrez Barrios, Mexico"
United States,Inglewood,"Inglewood, United States"
Mexico,Independencia,"Independencia, Mexico"
Italy,Roma,"Roma, Italy"
United States,Shreveport,"Shreveport, United States"
Guatemala,Villa Nueva,"Villa Nueva, Guatemala"
United States,Port Saint Lucie,"Port Saint Lucie, United States"
United States,Kansas City,"Kansas City, United States"
Costa Rica,Salitral,"Salitral, Costa Rica"
United States,North Little Rock,"North Little Rock, United States"
Costa Rica,Desamparados,"Desamparados, Costa Rica"
United States,Austin,"Austin, United States"
El Salvador,Chinameca,"Chinameca, El Salvador"
United States,Austin,"Austin, United States"
Mexico,5 de Mayo,"5 de Mayo, Mexico"
Honduras,El Guapinol,"El Guapinol, Honduras"
United States,Buffalo,"Buffalo, United States"
Panama,Cartí Suitupo,"Cartí Suitupo, Panama"
United States,Kansas City,"Kansas City, United States"
Honduras,Guaimaca,"Guaimaca, Honduras"
Guatemala,San Lucas Sacatepéquez,"San Lucas Sacatepéquez, Guatemala"
Mexico,La Purisima,"La Purisima, Mexico"
United States,Marietta,"Marietta, United States"
United States,Rochester,"Rochester, United States"
United States,New Orleans,"New Orleans, United States"
United States,Santa Rosa,"Santa Rosa, United States"
United States,Grand Forks,"Grand Forks, United States"
United States,Evansville,"Evansville, United States"
Mexico,Benito Juarez,"Benito Juarez, Mexico"
United States,Kansas City,"Kansas City, United States"
United States,Yonkers,"Yonkers, United States"
Panama,Las Lomas,"Las Lomas, Panama"
United States,London,"London, United States"
Honduras,San José de Río Tinto,"San José de Río Tinto, Honduras"
Italy,Roma,"Roma, Italy"
United States,Greensboro,"Greensboro, United States"
Guatemala,San Vicente Pacaya,"San Vicente Pacaya, Guatemala"
Spain,"Palmas De Gran Canaria, Las","Palmas De Gran Canaria, Las, Spain"
United States,Washington,"Washington, United States"
Honduras,Valle de Ángeles,"Valle de Ángeles, Honduras"
Mexico,La Purisima,"La Purisima, Mexico"
United States,Laurel,"Laurel, United States"
Guatemala,El Asintal,"El Asintal, Guatemala"
United States,Fort Lauderdale,"Fort Lauderdale, United States"
Costa Rica,Chacarita,"Chacarita, Costa Rica"
United States,Lawrenceville,"Lawrenceville, United States"
Panama,Ailigandí,"Ailigandí, Panama"
United States,Shawnee Mission,"Shawnee Mission, United States"
Italy,Ancona,"Ancona, Italy"
United States,Dallas,"Dallas, United States"
El Salvador,Chinameca,"Chinameca, El Salvador"
United States,New York City,"New York City, United States"
El Salvador,Victoria,"Victoria, El Salvador"
Mexico,El Refugio,"El Refugio, Mexico"
United States,Rochester,"Rochester, United States"
United States,Houston,"Houston, United States"
Mexico,Magisterial,"Magisterial, Mexico"
Mexico,Del Valle,"Del Valle, Mexico"
United States,Charlotte,"Charlotte, United States"
Costa Rica,Purral,"Purral, Costa Rica"
Guatemala,Guanagazapa,"Guanagazapa, Guatemala"
Mexico,El Limon,"El Limon, Mexico"
United States,Miami,"Miami, United States"
United States,Newark,"Newark, United States"
Honduras,El Perico,"El Perico, Honduras"
United States,Rochester,"Rochester, United States"
Spain,Badajoz,"Badajoz, Spain"
Spain,Lleida,"Lleida, Spain"
Guatemala,Morales,"Morales, Guatemala"
United States,Cincinnati,"Cincinnati, United States"
Costa Rica,San Rafael,"San Rafael, Costa Rica"
United States,San Rafael,"San Rafael, United States"
Guatemala,Tucurú,"Tucurú, Guatemala"
Guatemala,Tajumulco,"Tajumulco, Guatemala"
United States,Scottsdale,"Scottsdale, United States"
Mexico,Amado Nervo,"Amado Nervo, Mexico"
Spain,"Coruña, A","Coruña, A, Spain"
United States,Milwaukee,"Milwaukee, United States"
Mexico,San Miguel,"San Miguel, Mexico"
Mexico,San Isidro,"San Isidro, Mexico"
Costa Rica,Turrialba,"Turrialba, Costa Rica"
Mexico,San Jose,"San Jose, Mexico"
United States,Scottsdale,"Scottsdale, United States"
Italy,Napoli,"Napoli, Italy"
Nicaragua,Jinotepe,"Jinotepe, Nicaragua"
United States,Colorado Springs,"Colorado Springs, United States"
United States,Philadelphia,"Philadelphia, United States"
United States,Louisville,"Louisville, United States"
El Salvador,Delgado,"Delgado, El Salvador"
Nicaragua,El Almendro,"El Almendro, Nicaragua"
Guatemala,Tecpán Guatemala,"Tecpán Guatemala, Guatemala"
Honduras,Nombre de Jesús,"Nombre de Jesús, Honduras"
Nicaragua,Diriamba,"Diriamba, Nicaragua"
Guatemala,San Felipe,"San Felipe, Guatemala"
Guatemala,San Vicente Pacaya,"San Vicente Pacaya, Guatemala"
Italy,Torino,"Torino, Italy"
Guatemala,La Gomera,"La Gomera, Guatemala"
El Salvador,Santiago de María,"Santiago de María, El Salvador"
United States,Los Angeles,"Los Angeles, United States"
Spain,Valladolid,"Valladolid, Spain"
Panama,Boca de Parita,"Boca de Parita, Panama"
Guatemala,Soloma,"Soloma, Guatemala"
Italy,Messina,"Messina, Italy"
Italy,Verona,"Verona, Italy"
United States,Fort Worth,"Fort Worth, United States"
Italy,Torino,"Torino, Italy"
United States,Oceanside,"Oceanside, United States"
United States,Huntington,"Huntington, United States"
United States,Pasadena,"Pasadena, United States"
Mexico,Santa Clara,"Santa Clara, Mexico"
Mexico,Buenavista,"Buenavista, Mexico"
United States,Columbus,"Columbus, United States"
United States,Tampa,"Tampa, United States"
United States,Washington,"Washington, United States"
United States,Billings,"Billings, United States"
Mexico,Independencia,"Independencia, Mexico"
United States,Philadelphia,"Philadelphia, United States"
Italy,Roma,"Roma, Italy"
Panama,Chitré,"Chitré, Panama"
Honduras,Araulí,"Araulí, Honduras"
Guatemala,San Lucas Sacatepéquez,"San Lucas Sacatepéquez, Guatemala"
United States,Sacramento,"Sacramento, United States"
United States,Anchorage,"Anchorage, United States"
Panama,Yaviza,"Yaviza, Panama"
Spain,Castellon De La Plana/Castello De La Pla,"Castellon De La Plana/Castello De La Pla, Spain"
Nicaragua,Puerto Cabezas,"Puerto Cabezas, Nicaragua"
Italy,Venezia,"Venezia, Italy"
Mexico,Las Flores,"Las Flores, Mexico"
Guatemala,San Juan Sacatepéquez,"San Juan Sacatepéquez, Guatemala"
United States,Orange,"Orange, United States"
United States,Nashville,"Nashville, United States"
United States,Roanoke,"Roanoke, United States"
Guatemala,San José,"San José, Guatemala"
Guatemala,Ciudad Vieja,"Ciudad Vieja, Guatemala"
United States,Fresno,"Fresno, United States"
United States,Daytona Beach,"Daytona Beach, United States"
Italy,Trieste,"Trieste, Italy"
Italy,Napoli,"Napoli, Italy"
United States,Katy,"Katy, United States"
Panama,Potrero Grande,"Potrero Grande, Panama"
Honduras,Azacualpa,"Azacualpa, Honduras"
Guatemala,Chisec,"Chisec, Guatemala"
United States,Los Angeles,"Los Angeles, United States"
United States,Bakersfield,"Bakersfield, United States"
Nicaragua,Jiquilillo,"Jiquilillo, Nicaragua"
United States,San Diego,"San Diego, United States"
Spain,Madrid,"Madrid, Spain"
Mexico,Magisterial,"Magisterial, Mexico"
Mexico,La Concepcion,"La Concepcion, Mexico"
Honduras,Yarumela,"Yarumela, Honduras"
Mexico,Las Americas,"Las Americas, Mexico"
Costa Rica,Ipís,"Ipís, Costa Rica"
United States,Annapolis,"Annapolis, United States"
Nicaragua,Bluefields,"Bluefields, Nicaragua"
Nicaragua,Moyogalpa,"Moyogalpa, Nicaragua"
El Salvador,Victoria,"Victoria, El Salvador"
Costa Rica,Alajuela,"Alajuela, Costa Rica"
United States,Roanoke,"Roanoke, United States"
Mexico,La Libertad,"La Libertad, Mexico"
El Salvador,Apopa,"Apopa, El Salvador"
El Salvador,El Congo,"El Congo, El Salvador"
United States,Inglewood,"Inglewood, United States"
United States,Port Washington,"Port Washington, United States"
Honduras,Amapala,"Amapala, Honduras"
Mexico,Zaragoza,"Zaragoza, Mexico"
Honduras,San Nicolás,"San Nicolás, Honduras"
Nicaragua,Valle San Francisco,"Valle San Francisco, Nicaragua"
Mexico,Lazaro Cardenas,"Lazaro Cardenas, Mexico"
United States,Waterbury,"Waterbury, United States"
United States,Reno,"Reno, United States"
United States,Orlando,"Orlando, United States"
Panama,Capira,"Capira, Panama"
Guatemala,Santa Lucía Cotzumalguapa,"Santa Lucía Cotzumalguapa, Guatemala"
United States,Atlanta,"Atlanta, United States"
Costa Rica,Turrialba,"Turrialba, Costa Rica"
Panama,San Andrés,"San Andrés, Panama"
Honduras,Florida,"Florida, Honduras"
Spain,Zamora,"Zamora, Spain"
United States,Orlando,"Orlando, United States"
Mexico,Guanajuato,"Guanajuato, Mexico"
United States,Phoenix,"Phoenix, United States"
Mexico,Revolucion Verde,"Revolucion Verde, Mexico"
United States,Clearwater,"Clearwater, United States"
United States,Rochester,"Rochester, United States"
United States,Tallahassee,"Tallahassee, United States"
Italy,Laspezia,"Laspezia, Italy"
United States,Kansas City,"Kansas City, United States"
Costa Rica,San Juan,"San Juan, Costa Rica"
United States,Norfolk,"Norfolk, United States"
United States,Kingsport,"Kingsport, United States"
Costa Rica,Limón,"Limón, Costa Rica"
Mexico,Benito Juarez,"Benito Juarez, Mexico"
Guatemala,San Agustín Acasaguastlán,"San Agustín Acasaguastlán, Guatemala"
United States,Omaha,"Omaha, United States"
Guatemala,San Manuel Chaparrón,"San Manuel Chaparrón, Guatemala"
Panama,Veracruz,"Veracruz, Panama"
United States,Salt Lake City,"Salt Lake City, United States"
United States,Van Nuys,"Van Nuys, United States"
United States,Cleveland,"Cleveland, United States"
Panama,El Cortezo,"El Cortezo, Panama"
United States,Boston,"Boston, United States"
United States,Charlotte,"Charlotte, United States"
United States,Wichita,"Wichita, United States"
Italy,Torino,"Torino, Italy"
Mexico,El Calvario,"El Calvario, Mexico"
Honduras,Agalteca,"Agalteca, Honduras"
Nicaragua,Condega,"Condega, Nicaragua"
Panama,El Coco,"El Coco, Panama"
United States,Grand Rapids,"Grand Rapids, United States"
United States,Las Vegas,"Las Vegas, United States"
Spain,Cadiz,"Cadiz, Spain"
United States,Wilkes Barre,"Wilkes Barre, United States"
United States,Baton Rouge,"Baton Rouge, United States"
Honduras,San Pedro Zacapa,"San Pedro Zacapa, Honduras"
United States,Dulles,"Dulles, United States"
Mexico,San Francisco,"San Francisco, Mexico"
Spain,Dos Hermanas,"Dos Hermanas, Spain"
United States,Charleston,"Charleston, United States"
Spain,Leon,"Leon, Spain"
United States,Cleveland,"Cleveland, United States"
Mexico,Emiliano Zapata,"Emiliano Zapata, Mexico"
Mexico,Juarez,"Juarez, Mexico"
United States,Greeley,"Greeley, United States"
United States,Youngstown,"Youngstown, United States"
Mexico,La Palma,"La Palma, Mexico"
Guatemala,Pasaco,"Pasaco, Guatemala"
United States,Milwaukee,"Milwaukee, United States"
Spain,Pamplona/Iruña,"Pamplona/Iruña, Spain"
United States,Dayton,"Dayton, United States"
United States,Charlotte,"Charlotte, United States"
Mexico,Petrolera,"Petrolera, Mexico"
Spain,Pamplona/Iruña,"Pamplona/Iruña, Spain"
Costa Rica,La Suiza,"La Suiza, Costa Rica"
Costa Rica,Belén,"Belén, Costa Rica"
Mexico,Manuel Cavazos Lerma,"Manuel Cavazos Lerma, Mexico"
Guatemala,El Jícaro,"El Jícaro, Guatemala"
Honduras,La Jutosa,"La Jutosa, Honduras"
United States,Portland,"Portland, United States"
Mexico,La Escondida,"La Escondida, Mexico"
Nicaragua,Dolores,"Dolores, Nicaragua"
United States,Tacoma,"Tacoma, United States"
United States,Austin,"Austin, United States"
Guatemala,Yepocapa,"Yepocapa, Guatemala"
Italy,Messina,"Messina, Italy"
Guatemala,San Andrés Xecul,"San Andrés Xecul, Guatemala"
Honduras,Corquín,"Corquín, Honduras"
Costa Rica,Belén,"Belén, Costa Rica"
Mexico,Fernando Gutierrez Barrios,"Fernando Gutierrez Barrios, Mexico"
Spain,Almeria,"Almeria, Spain"
Guatemala,San Benito,"San Benito, Guatemala"
United States,Gainesville,"Gainesville, United States"
Panama,Pedregal,"Pedregal, Panama"
Mexico,Santo Tomas,"Santo Tomas, Mexico"
United States,Washington,"Washington, United States"
Panama,Nueva Gorgona,"Nueva Gorgona, Panama"
United States,Memphis,"Memphis, United States"
United States,Fort Worth,"Fort Worth, United States"
Honduras,Dulce Nombre,"Dulce Nombre, Honduras"
Mexico,La Cruz,"La Cruz, Mexico"
Mexico,San Antonio,"San Antonio, Mexico"
United States,Colorado Springs,"Colorado Springs, United States"
Costa Rica,San Rafael,"San Rafael, Costa Rica"
United States,Reading,"Reading, United States"
Mexico,Rafael Hernandez Ochoa,"Rafael Hernandez Ochoa, Mexico"
Mexico,Jardin,"Jardin, Mexico"
Mexico,La Soledad,"La Soledad, Mexico"
Spain,Palencia,"Palencia, Spain"
Mexico,Guadalupe,"Guadalupe, Mexico"
Costa Rica,Alajuela,"Alajuela, Costa Rica"
Mexico,San Miguel,"San Miguel, Mexico"
Honduras,Auas,"Auas, Honduras"
Panama,Bejuco,"Bejuco, Panama"
Guatemala,Lívingston,"Lívingston, Guatemala"
Nicaragua,El Almendro,"El Almendro, Nicaragua"
Honduras,Ciudad Choluteca,"Ciudad Choluteca, Honduras"
Panama,El Coco,"El Coco, Panama"
Honduras,Copán,"Copán, Honduras"
Mexico,Magisterial,"Magisterial, Mexico"
Mexico,El Porvenir,"El Porvenir, Mexico"
United States,Dallas,"Dallas, United States"
El Salvador,Quezaltepeque,"Quezaltepeque, El Salvador"
Panama,El Copé,"El Copé, Panama"
Spain,Vitoria-Gasteiz,"Vitoria-Gasteiz, Spain"
United States,Akron,"Akron, United States"
Honduras,La Virtud,"La Virtud, Honduras"
Guatemala,Villa Nueva,"Villa Nueva, Guatemala"
United States,Zephyrhills,"Zephyrhills, United States"
Mexico,San Isidro,"San Isidro, Mexico"
United States,Toledo,"Toledo, United States"
Honduras,El Bálsamo,"El Bálsamo, Honduras"
Nicaragua,Jalapa,"Jalapa, Nicaragua"
Guatemala,Concepción,"Concepción, Guatemala"
United States,San Antonio,"San Antonio, United States"
Mexico,Loma Bonita,"Loma Bonita, Mexico"
El Salvador,San Sebastián,"San Sebastián, El Salvador"
Guatemala,Puerto Barrios,"Puerto Barrios, Guatemala"
United States,Arlington,"Arlington, United States"
Mexico,Melchor Ocampo,"Melchor Ocampo, Mexico"
Spain,Pontevedra,"Pontevedra, Spain"
United States,Arlington,"Arlington, United States"
United States,Houston,"Houston, United States"
Honduras,San Pedro Zacapa,"San Pedro Zacapa, Honduras"
United States,Phoenix,"Phoenix, United States"
United States,London,"London, United States"
United States,Chattanooga,"Chattanooga, United States"
Guatemala,San Andrés Villa Seca,"San Andrés Villa Seca, Guatemala"
Mexico,El Progreso,"El Progreso, Mexico"
Mexico,San Isidro,"San Isidro, Mexico"
United States,Denver,"Denver, United States"
Guatemala,San Antonio Aguas Calientes,"San Antonio Aguas Calientes, Guatemala"
Costa Rica,Matina,"Matina, Costa Rica"
United States,Miami,"Miami, United States"
United States,New York City,"New York City, United States"
Honduras,Omoa,"Omoa, Honduras"
Honduras,Santiago Puringla,"Santiago Puringla, Honduras"
Honduras,Berlín,"Berlín, Honduras"
United States,Simi Valley,"Simi Valley, United States"
Honduras,El Tránsito,"El Tránsito, Honduras"
United States,Hartford,"Hartford, United States"
United States,Aurora,"Aurora, United States"
Costa Rica,Bejuco,"Bejuco, Costa Rica"
United States,Omaha,"Omaha, United States"
Panama,El Espino,"El Espino, Panama"
United States,Washington,"Washington, United States"
United States,Independence,"Independence, United States"
United States,Stamford,"Stamford, United States"
United States,Akron,"Akron, United States"
United States,Shreveport,"Shreveport, United States"
United States,Richmond,"Richmond, United States"
United States,Chattanooga,"Chattanooga, United States"
Honduras,Dulce Nombre,"Dulce Nombre, Honduras"
Mexico,Fovissste,"Fovissste, Mexico"
Panama,Guadalupe,"Guadalupe, Panama"
Mexico,Revolucion,"Revolucion, Mexico"
United States,Chicago,"Chicago, United States"
Mexico,San Jose,"San Jose, Mexico"
United States,Buffalo,"Buffalo, United States"
United States,Washington,"Washington, United States"
Mexico,Santa Cruz,"Santa Cruz, Mexico"
United States,Los Angeles,"Los Angeles, United States"
United States,Saint Paul,"Saint Paul, United States"
Guatemala,Pajapita,"Pajapita, Guatemala"
Mexico,Santa Fe,"Santa Fe, Mexico"
Mexico,Dante Delgado,"Dante Delgado, Mexico"
Mexico,Benito Juarez,"Benito Juarez, Mexico"
United States,Sacramento,"Sacramento, United States"
United States,San Diego,"San Diego, United States"
Guatemala,Barberena,"Barberena, Guatemala"
United States,San Antonio,"San Antonio, United States"
Mexico,Guadalupe Victoria,"Guadalupe Victoria, Mexico"
Mexico,Cuauhtemoc,"Cuauhtemoc, Mexico"
United States,Grand Rapids,"Grand Rapids, United States"
Panama,Río Alejandro,"Río Alejandro, Panama"
Honduras,San Diego,"San Diego, Honduras"
United States,Sacramento,"Sacramento, United States"
Honduras,Joconal,"Joconal, Honduras"
Spain,Palma De Mallorca,"Palma De Mallorca, Spain"
United States,Alexandria,"Alexandria, United States"
Honduras,El Plan,"El Plan, Honduras"
Honduras,Vallecillo,"Vallecillo, Honduras"
Guatemala,Jacaltenango,"Jacaltenango, Guatemala"
Guatemala,San Marcos,"San Marcos, Guatemala"
Nicaragua,El Viejo,"El Viejo, Nicaragua"
United States,Garden Grove,"Garden Grove, United States"
Mexico,Fovissste,"Fovissste, Mexico"
Honduras,El Tránsito,"El Tránsito, Honduras"
United States,Garden Grove,"Garden Grove, United States"
United States,Dallas,"Dallas, United States"
Costa Rica,Nicoya,"Nicoya, Costa Rica"
United States,Pittsburgh,"Pittsburgh, United States"
El Salvador,Santa Ana,"Santa Ana, El Salvador"
United States,Asheville,"Asheville, United States"
Nicaragua,Masaya,"Masaya, Nicaragua"
Mexico,Morelos,"Morelos, Mexico"
Mexico,Santa Clara,"Santa Clara, Mexico"
United States,Newton,"Newton, United States"
Honduras,Duyure,"Duyure, Honduras"
Mexico,Guadalupe,"Guadalupe, Mexico"
United States,San Diego,"San Diego, United States"
Mexico,El Alamo,"El Alamo, Mexico"
Panama,Alto del Espino,"Alto del Espino, Panama"
United States,Minneapolis,"Minneapolis, United States"
Mexico,La Esperanza,"La Esperanza, Mexico"
United States,Zephyrhills,"Zephyrhills, United States"
Panama,San Andrés,"San Andrés, Panama"
Spain,Madrid,"Madrid, Spain"
United States,Jamaica,"Jamaica, United States"
United States,Dallas,"Dallas, United States"
Guatemala,Pajapita,"Pajapita, Guatemala"
Guatemala,San Lucas Tolimán,"San Lucas Tolimán, Guatemala"
United States,Valdosta,"Valdosta, United States"
United States,Charleston,"Charleston, United States"
United States,Little Rock,"Little Rock, United States"
Mexico,20 de Noviembre,"20 de Noviembre, Mexico"
United States,Irvine,"Irvine, United States"
Mexico,Miguel Hidalgo,"Miguel Hidalgo, Mexico"
Guatemala,Cabañas,"Cabañas, Guatemala"
Costa Rica,Ipís,"Ipís, Costa Rica"
United States,Olympia,"Olympia, United States"
United States,Lafayette,"Lafayette, United States"
Mexico,Magisterial,"Magisterial, Mexico"
United States,Cleveland,"Cleveland, United States"
