country,city,general
United States,Detroit,"Detroit, United States"
United States,Baltimore,"Baltimore, United States"
Guatemala,Parramos,"Parramos, Guatemala"
Honduras,Araulí,"Araulí, Honduras"
United States,Saint Petersburg,"Saint Petersburg, United States"
United States,Jefferson City,"Jefferson City, United States"
United States,Lincoln,"Lincoln, United States"
El Salvador,Ilopango,"Ilopango, El Salvador"
Guatemala,El Estor,"El Estor, Guatemala"
United States,Scranton,"Scranton, United States"
Guatemala,Colotenango,"Colotenango, Guatemala"
Mexico,Magisterial,"Magisterial, Mexico"
Costa Rica,San Francisco,"San Francisco, Costa Rica"
Mexico,Buenavista,"Buenavista, Mexico"
Costa Rica,Mercedes,"Mercedes, Costa Rica"
Honduras,La Esperanza,"La Esperanza, Honduras"
United States,Des Moines,"Des Moines, United States"
United States,Greensboro,"Greensboro, United States"
United States,Beaufort,"Beaufort, United States"
United States,Kissimmee,"Kissimmee, United States"
Guatemala,San José,"San José, Guatemala"
Mexico,Lazaro Cardenas,"Lazaro Cardenas, Mexico"
Costa Rica,Desamparados,"Desamparados, Costa Rica"
Honduras,Paujiles,"Paujiles, Honduras"
United States,Saint Petersburg,"Saint Petersburg, United States"
Mexico,San Cristobal,"San Cristobal, Mexico"
Guatemala,Taxisco,"Taxisco, Guatemala"
Panama,Alcaldedíaz,"Alcaldedíaz, Panama"
United States,Anniston,"Anniston, United States"
Guatemala,Ciudad Tecún Umán,"Ciudad Tecún Umán, Guatemala"
Mexico,Magisterial,"Magisterial, Mexico"
United States,Palatine,"Palatine, United States"
Honduras,Sandy Bay,"Sandy Bay, Honduras"
Mexico,San Marcos,"San Marcos, Mexico"
Mexico,Los Angeles,"Los Angeles, Mexico"
United States,Vancouver,"Vancouver, United States"
Panama,Llano Largo,"Llano Largo, Panama"
Costa Rica,Calle Blancos,"Calle Blancos, Costa Rica"
United States,Florence,"Florence, United States"
Guatemala,Mataquescuintla,"Mataquescuintla, Guatemala"
El Salvador,San Sebastián,"San Sebastián, El Salvador"
Panama,Capira,"Capira, Panama"
Mexico,El Cerrito,"El Cerrito, Mexico"
United States,Duluth,"Duluth, United States"
Nicaragua,Bonanza,"Bonanza, Nicaragua"
Costa Rica,Esquipulas,"Esquipulas, Costa Rica"
Mexico,Las Flores,"Las Flores, Mexico"
United States,Denver,"Denver, United States"
Honduras,San Jerónimo,"San Jerónimo, Honduras"
Mexico,San Isidro,"San Isidro, Mexico"
Guatemala,Chisec,"Chisec, Guatemala"
Italy,Brescia,"Brescia, Italy"
Spain,"Palmas De Gran Canaria, Las","Palmas De Gran Canaria, Las, Spain"
Mexico,Obrera,"Obrera, Mexico"
United States,Colorado Springs,"Colorado Springs, United States"
United States,Oakland,"Oakland, United States"
Honduras,La Sarrosa,"La Sarrosa, Honduras"
United States,Detroit,"Detroit, United States"
Mexico,Buenavista,"Buenavista, Mexico"
United States,Elmira,"Elmira, United States"
Spain,"Palmas De Gran Canaria, Las","Palmas De Gran Canaria, Las, Spain"
Mexico,La Soledad,"La Soledad, Mexico"
Costa Rica,La Asunción,"La Asunción, Costa Rica"
United States,Little Rock,"Little Rock, United States"
Panama,Guararé,"Guararé, Panama"
Honduras,Guaimaca,"Guaimaca, Honduras"
Mexico,Santa Fe,"Santa Fe, Mexico"
Honduras,Marale,"Marale, Honduras"
Honduras,Las Tejeras,"Las Tejeras, Honduras"
Costa Rica,San Isidro,"San Isidro, Costa Rica"
United States,Charlotte,"Charlotte, United States"
Honduras,San Nicolás,"San Nicolás, Honduras"
Mexico,Las Flores,"Las Flores, Mexico"
Panama,Aguadulce,"Aguadulce, Panama"
United States,Tacoma,"Tacoma, United States"
Mexico,Benito Juarez,"Benito Juarez, Mexico"
United States,Washington,"Washington, United States"
Spain,Tarragona,"Tarragona, Spain"
Mexico,Juan N Alvarez,"Juan N Alvarez, Mexico"
United States,Dallas,"Dallas, United States"
Honduras,San Jerónimo,"San Jerónimo, Honduras"
Honduras,San Marcos de Colón,"San Marcos de Colón, Honduras"
Spain,Santiago De Compostela,"Santiago De Compostela, Spain"
Panama,Gómez,"Gómez, Panama"
Mexico,Fovissste,"Fovissste, Mexico"
United States,Las Vegas,"Las Vegas, United States"
Spain,Sabadell,"Sabadell, Spain"
Mexico,La Concepcion,"La Concepcion, Mexico"
Honduras,Monjarás,"Monjarás, Honduras"
United States,Flushing,"Flushing, United States"
Mexico,El Calvario,"El Calvario, Mexico"
Italy,Palermo,"Palermo, Italy"
United States,Houston,"Houston, United States"
Italy,Livorno,"Livorno, Italy"
United States,Port Washington,"Port Washington, United States"
United States,Jeffersonville,"Jeffersonville, United States"
Mexico,Vicente Guerrero,"Vicente Guerrero, Mexico"
Panama,Alto de la Estancia,"Alto de la Estancia, Panama"
United States,Corona,"Corona, United States"
Honduras,Corpus,"Corpus, Honduras"
Panama,La Loma,"La Loma, Panama"
United States,San Diego,"San Diego, United States"
Mexico,Morelos,"Morelos, Mexico"
Honduras,Florida,"Florida, Honduras"
Nicaragua,Laguna de Perlas,"Laguna de Perlas, Nicaragua"
Italy,Roma,"Roma, Italy"
United States,Springfield,"Springfield, United States"
Panama,Yaviza,"Yaviza, Panama"
Mexico,Loma Alta,"Loma Alta, Mexico"
Panama,Changuinola,"Changuinola, Panama"
Panama,Sioguí Arriba,"Sioguí Arriba, Panama"
Mexico,Independencia,"Independencia, Mexico"
Guatemala,Santa María Chiquimula,"Santa María Chiquimula, Guatemala"
Honduras,El Suyatal,"El Suyatal, Honduras"
United States,Paterson,"Paterson, United States"
Mexico,Las Palmas,"Las Palmas, Mexico"
United States,Kansas City,"Kansas City, United States"
Mexico,San Pedro,"San Pedro, Mexico"
Costa Rica,La Virgen,"La Virgen, Costa Rica"
Mexico,Guadalupe,"Guadalupe, Mexico"
Mexico,Benito Juarez,"Benito Juarez, Mexico"
United States,Louisville,"Louisville, United States"
United States,San Jose,"San Jose, United States"
United States,Austin,"Austin, United States"
Spain,Vigo,"Vigo, Spain"
United States,Boston,"Boston, United States"
Panama,Paraíso,"Paraíso, Panama"
United States,Washington,"Washington, United States"
Spain,Elx/Elche,"Elx/Elche, Spain"
United States,Orlando,"Orlando, United States"
Mexico,Las Palmas,"Las Palmas, Mexico"
United States,Birmingham,"Birmingham, United States"
Guatemala,Yupiltepeque,"Yupiltepeque, Guatemala"
Mexico,Guadalupe Victoria,"Guadalupe Victoria, Mexico"
United States,Minneapolis,"Minneapolis, United States"
United States,Chicago,"Chicago, United States"
Mexico,San Marcos,"San Marcos, Mexico"
United States,Pensacola,"Pensacola, United States"
Nicaragua,Las Sabanas,"Las Sabanas, Nicaragua"
United States,Philadelphia,"Philadelphia, United States"
United States,Hartford,"Hartford, United States"
Costa Rica,Salitral,"Salitral, Costa Rica"
United States,Arlington,"Arlington, United States"
Italy,Roma,"Roma, Italy"
Honduras,San Jerónimo,"San Jerónimo, Honduras"
United States,Evansville,"Evansville, United States"
Panama,Calzada Larga,"Calzada Larga, Panama"
United States,New Brunswick,"New Brunswick, United States"
United States,Phoenix,"Phoenix, United States"
United States,Boca Raton,"Boca Raton, United States"
United States,Jamaica,"Jamaica, United States"
Guatemala,San Luis,"San Luis, Guatemala"
Mexico,San Antonio,"San Antonio, Mexico"
United States,Lancaster,"Lancaster, United States"
Mexico,Melchor Ocampo,"Melchor Ocampo, Mexico"
Honduras,Guaimaca,"Guaimaca, Honduras"
Mexico,San Isidro,"San Isidro, Mexico"
United States,Newport News,"Newport News, United States"
Mexico,Hidalgo,"Hidalgo, Mexico"
United States,Wichita,"Wichita, United States"
Mexico,Santa Elena,"Santa Elena, Mexico"
Guatemala,Yupiltepeque,"Yupiltepeque, Guatemala"
United States,Gary,"Gary, United States"
Mexico,Los Nogales,"Los Nogales, Mexico"
United States,Cincinnati,"Cincinnati, United States"
Mexico,Lagunillas,"Lagunillas, Mexico"
United States,Simi Valley,"Simi Valley, United States"
Nicaragua,Santo Domingo,"Santo Domingo, Nicaragua"
United States,Knoxville,"Knoxville, United States"
Spain,Logroño,"Logroño, Spain"
United States,Baton Rouge,"Baton Rouge, United States"
Mexico,Hidalgo,"Hidalgo, Mexico"
United States,Chico,"Chico, United States"
Panama,David,"David, Panama"
United States,Katy,"Katy, United States"
United States,Bradenton,"Bradenton, United States"
United States,Louisville,"Louisville, United States"
Honduras,Tepusteca,"Tepusteca, Honduras"
Honduras,Puerto Castilla,"Puerto Castilla, Honduras"
United States,Daytona Beach,"Daytona Beach, United States"
El Salvador,Santiago Nonualco,"Santiago Nonualco, El Salvador"
United States,Oklahoma City,"Oklahoma City, United States"
United States,Clearwater,"Clearwater, United States"
United States,Albany,"Albany, United States"
Mexico,Niños Heroes,"Niños Heroes, Mexico"
El Salvador,El Congo,"El Congo, El Salvador"
Costa Rica,Curridabat,"Curridabat, Costa Rica"
Costa Rica,La Suiza,"La Suiza, Costa Rica"
Mexico,Del Valle,"Del Valle, Mexico"
United States,Youngstown,"Youngstown, United States"
Italy,Trieste,"Trieste, Italy"
United States,Olympia,"Olympia, United States"
Mexico,Lazaro Cardenas,"Lazaro Cardenas, Mexico"
Mexico,Los Pinos,"Los Pinos, Mexico"
Mexico,Santa Cruz,"Santa Cruz, Mexico"
United States,Naples,"Naples, United States"
Honduras,Quebrada de Arena,"Quebrada de Arena, Honduras"
United States,Midland,"Midland, United States"
United States,West Hartford,"West Hartford, United States"
Mexico,El Potrero,"El Potrero, Mexico"
Guatemala,San Miguel Chicaj,"San Miguel Chicaj, Guatemala"
Mexico,Guadalupe,"Guadalupe, Mexico"
United States,Elmira,"Elmira, United States"
Honduras,Mojimán,"Mojimán, Honduras"
Panama,Nuevo Arraiján,"Nuevo Arraiján, Panama"
Mexico,El Zapote,"El Zapote, Mexico"
Mexico,El Zapote,"El Zapote, Mexico"
Guatemala,Barberena,"Barberena, Guatemala"
Costa Rica,Cañas,"Cañas, Costa Rica"
United States,Louisville,"Louisville, United States"
United States,Boston,"Boston, United States"
Mexico,Emiliano Zapata,"Emiliano Zapata, Mexico"
Mexico,Buenos Aires,"Buenos Aires, Mexico"
United States,Jeffersonville,"Jeffersonville, United States"
Honduras,Reitoca,"Reitoca, Honduras"
Honduras,Zopilotepe,"Zopilotepe, Honduras"
Guatemala,Taxisco,"Taxisco, Guatemala"
United States,Great Neck,"Great Neck, United States"
Mexico,El Carmen,"El Carmen, Mexico"
United States,Philadelphia,"Philadelphia, United States"
Mexico,San Antonio,"San Antonio, Mexico"
United States,Kansas City,"Kansas City, United States"
Italy,Genova,"Genova, Italy"
Mexico,Buenavista,"Buenavista, Mexico"
United States,Toledo,"Toledo, United States"
United States,Los Angeles,"Los Angeles, United States"
Honduras,El Benque,"El Benque, Honduras"
United States,Huntington,"Huntington, United States"
Honduras,San Jerónimo,"San Jerónimo, Honduras"
United States,Washington,"Washington, United States"
United States,Saint Louis,"Saint Louis, United States"
Mexico,Progreso,"Progreso, Mexico"
Costa Rica,Pejibaye,"Pejibaye, Costa Rica"
United States,Los Angeles,"Los Angeles, United States"
Mexico,Nicolas Bravo,"Nicolas Bravo, Mexico"
Honduras,Yarumela,"Yarumela, Honduras"
Honduras,El Lolo,"El Lolo, Honduras"
United States,Lafayette,"Lafayette, United States"
United States,Battle Creek,"Battle Creek, United States"
Mexico,San Antonio,"San Antonio, Mexico"
United States,Knoxville,"Knoxville, United States"
Guatemala,Jocotán,"Jocotán, Guatemala"
Panama,Guararé,"Guararé, Panama"
United States,Omaha,"Omaha, United States"
Panama,Capellanía,"Capellanía, Panama"
Mexico,Hidalgo,"Hidalgo, Mexico"
United States,Chicago,"Chicago, United States"
United States,San Jose,"San Jose, United States"
United States,Columbus,"Columbus, United States"
United States,Port Washington,"Port Washington, United States"
Costa Rica,Puntarenas,"Puntarenas, Costa Rica"
United States,Pensacola,"Pensacola, United States"
Honduras,San Jerónimo,"San Jerónimo, Honduras"
United States,San Diego,"San Diego, United States"
United States,Delray Beach,"Delray Beach, United States"
United States,Lancaster,"Lancaster, United States"
Mexico,El Alamo,"El Alamo, Mexico"
United States,Jackson,"Jackson, United States"
Guatemala,Cunén,"Cunén, Guatemala"
United States,Simi Valley,"Simi Valley, United States"
Panama,Puerto Obaldía,"Puerto Obaldía, Panama"
United States,Toledo,"Toledo, United States"
Honduras,Corquín,"Corquín, Honduras"
United States,Midland,"Midland, United States"
Honduras,Protección,"Protección, Honduras"
Mexico,Emiliano Zapata,"Emiliano Zapata, Mexico"
Mexico,San Lorenzo,"San Lorenzo, Mexico"
United States,Mountain View,"Mountain View, United States"
United States,Seattle,"Seattle, United States"
Honduras,Protección,"Protección, Honduras"
United States,London,"London, United States"
United States,Chicago,"Chicago, United States"
Honduras,Los Tangos,"Los Tangos, Honduras"
Spain,Sevilla,"Sevilla, Spain"
United States,Atlanta,"Atlanta, United States"
Mexico,San Francisco,"San Francisco, Mexico"
United States,Fullerton,"Fullerton, United States"
United States,Washington,"Washington, United States"
Guatemala,Morales,"Morales, Guatemala"
Panama,Santa Marta,"Santa Marta, Panama"
Mexico,Venustiano Carranza,"Venustiano Carranza, Mexico"
Mexico,El Cerrito,"El Cerrito, Mexico"
Honduras,La Estancia,"La Estancia, Honduras"
United States,Tallahassee,"Tallahassee, United States"
United States,Des Moines,"Des Moines, United States"
Honduras,Cololaca,"Cololaca, Honduras"
United States,Fargo,"Fargo, United States"
Honduras,El Bálsamo,"El Bálsamo, Honduras"
Mexico,Francisco Villa,"Francisco Villa, Mexico"
United States,Carson City,"Carson City, United States"
Guatemala,Tamahú,"Tamahú, Guatemala"
Mexico,Lazaro Cardenas,"Lazaro Cardenas, Mexico"
United States,Toledo,"Toledo, United States"
United States,San Diego,"San Diego, United States"
Mexico,Benito Juarez,"Benito Juarez, Mexico"
United States,Shawnee Mission,"Shawnee Mission, United States"
United States,Shreveport,"Shreveport, United States"
United States,Louisville,"Louisville, United States"
United States,Shreveport,"Shreveport, United States"
Guatemala,Cuyotenango,"Cuyotenango, Guatemala"
Guatemala,San Juan Ermita,"San Juan Ermita, Guatemala"
United States,Birmingham,"Birmingham, United States"
United States,Colorado Springs,"Colorado Springs, United States"
United States,San Diego,"San Diego, United States"
Honduras,Ojos de Agua,"Ojos de Agua, Honduras"
Honduras,Ocote Paulino,"Ocote Paulino, Honduras"
United States,Springfield,"Springfield, United States"
Mexico,Ejidal,"Ejidal, Mexico"
Mexico,Solidaridad,"Solidaridad, Mexico"
United States,Naples,"Naples, United States"
Mexico,Independencia,"Independencia, Mexico"
United States,Lansing,"Lansing, United States"
United States,Virginia Beach,"Virginia Beach, United States"
United States,Oklahoma City,"Oklahoma City, United States"
Spain,Tarragona,"Tarragona, Spain"
Mexico,El Aguacate,"El Aguacate, Mexico"
United States,Tucson,"Tucson, United States"
United States,Atlanta,"Atlanta, United States"
Panama,El Rincón,"El Rincón, Panama"
Honduras,Cololaca,"Cololaca, Honduras"
United States,Tucson,"Tucson, United States"
Mexico,Santa Rita,"Santa Rita, Mexico"
United States,Garden Grove,"Garden Grove, United States"
Honduras,Liure,"Liure, Honduras"
Honduras,Puerto Castilla,"Puerto Castilla, Honduras"
Mexico,Los Angeles,"Los Angeles, Mexico"
Mexico,El Calvario,"El Calvario, Mexico"
El Salvador,Texistepeque,"Texistepeque, El Salvador"
United States,Oakland,"Oakland, United States"
United States,Gary,"Gary, United States"
Spain,Santiago De Compostela,"Santiago De Compostela, Spain"
United States,El Paso,"El Paso, United States"
Nicaragua,San José de los Remates,"San José de los Remates, Nicaragua"
Honduras,Sandy Bay,"Sandy Bay, Honduras"
Honduras,San Lorenzo,"San Lorenzo, Honduras"
United States,New Orleans,"New Orleans, United States"
United States,Orlando,"Orlando, United States"
Mexico,Buenavista,"Buenavista, Mexico"
United States,Savannah,"Savannah, United States"
United States,Reston,"Reston, United States"
Spain,Madrid,"Madrid, Spain"
Guatemala,Yupiltepeque,"Yupiltepeque, Guatemala"
Nicaragua,Bocana de Paiwas,"Bocana de Paiwas, Nicaragua"
United States,Fort Myers,"Fort Myers, United States"
Italy,Venezia,"Venezia, Italy"
United States,Hampton,"Hampton, United States"
Honduras,Silca,"Silca, Honduras"
Mexico,San Martin,"San Martin, Mexico"
Panama,Aserrío de Gariché,"Aserrío de Gariché, Panama"
United States,Fullerton,"Fullerton, United States"
Honduras,Lepaterique,"Lepaterique, Honduras"
Mexico,El Calvario,"El Calvario, Mexico"
United States,Youngstown,"Youngstown, United States"
Nicaragua,Granada,"Granada, Nicaragua"
United States,Fort Lauderdale,"Fort Lauderdale, United States"
United States,Boston,"Boston, United States"
Honduras,Peña Blanca,"Peña Blanca, Honduras"
United States,Austin,"Austin, United States"
Mexico,Benito Juarez,"Benito Juarez, Mexico"
Costa Rica,Cartago,"Cartago, Costa Rica"
United States,Bradenton,"Bradenton, United States"
Spain,Cartagena,"Cartagena, Spain"
United States,Des Moines,"Des Moines, United States"
Guatemala,San Andrés Villa Seca,"San Andrés Villa Seca, Guatemala"
United States,Bloomington,"Bloomington, United States"
Honduras,Las Ánimas,"Las Ánimas, Honduras"
United States,Scottsdale,"Scottsdale, United States"
Honduras,Minas de Oro,"Minas de Oro, Honduras"
United States,San Diego,"San Diego, United States"
United States,Nashville,"Nashville, United States"
El Salvador,Delgado,"Delgado, El Salvador"
United States,Charlotte,"Charlotte, United States"
Honduras,La Esperanza,"La Esperanza, Honduras"
United States,Fresno,"Fresno, United States"
Mexico,Los Fresnos,"Los Fresnos, Mexico"
Spain,Donostia-San Sebastian,"Donostia-San Sebastian, Spain"
Mexico,La Soledad,"La Soledad, Mexico"
Mexico,Adolfo Ruiz Cortines,"Adolfo Ruiz Cortines, Mexico"
Panama,Ustupo,"Ustupo, Panama"
Nicaragua,Puerto Cabezas,"Puerto Cabezas, Nicaragua"
Costa Rica,San Francisco,"San Francisco, Costa Rica"
Mexico,Guadalupe,"Guadalupe, Mexico"
United States,Maple Plain,"Maple Plain, United States"
United States,San Diego,"San Diego, United States"
Mexico,Lindavista,"Lindavista, Mexico"
United States,Portland,"Portland, United States"
Honduras,El Lolo,"El Lolo, Honduras"
Mexico,Buenavista,"Buenavista, Mexico"
El Salvador,Zaragoza,"Zaragoza, El Salvador"
El Salvador,San Antonio del Monte,"San Antonio del Monte, El Salvador"
United States,San Francisco,"San Francisco, United States"
United States,North Little Rock,"North Little Rock, United States"
United States,Charleston,"Charleston, United States"
Guatemala,Jocotán,"Jocotán, Guatemala"
United States,Delray Beach,"Delray Beach, United States"
El Salvador,Rosario de Mora,"Rosario de Mora, El Salvador"
El Salvador,San Sebastián,"San Sebastián, El Salvador"
United States,Washington,"Washington, United States"
United States,Portland,"Portland, United States"
United States,Springfield,"Springfield, United States"
United States,Buffalo,"Buffalo, United States"
United States,Greensboro,"Greensboro, United States"
Guatemala,Cabricán,"Cabricán, Guatemala"
Nicaragua,Telpaneca,"Telpaneca, Nicaragua"
Costa Rica,Cartago,"Cartago, Costa Rica"
Honduras,Armenta,"Armenta, Honduras"
United States,Shawnee Mission,"Shawnee Mission, United States"
United States,Philadelphia,"Philadelphia, United States"
Mexico,San Antonio,"San Antonio, Mexico"
Mexico,Alvaro Obregon,"Alvaro Obregon, Mexico"
